,idk,number,adress,zipcode,city,idk3,lat,long
22214,771840357M-5,5,Rue du Safran,77940,Flagy,C+O,48.308743,2.9242369999999998
22218,774650220S-1,1,Rue de la Gare,77940,Thoury-Férottes,C+O,48.299243,2.9424509999999997
22219,774650320A-4,4,Rue des Marais,77940,Thoury-Férottes,C+O,48.298429999999996,2.945736
22220,77465B048L-5279,5279,La Forteresse,77940,Thoury-Férottes,CAD,48.296704999999996,2.952455
22221,77465B039B-5276,5276,Ferme de la Forteresse,77940,Thoury-Férottes,CAD,48.299197,2.953163
22226,775310280V-68,68,Route de Montmachoux,77940,Voulx,C+O,48.290167,2.974389
22230,771580257S-1,1,Rue Popelin,77940,Diant,CAD,48.298456,2.996248
22231,771580324P-16,16,Rue de la Vallee,77940,Diant,CAD,48.299764,3.004257
22232,771580324P-5,5,Rue de la Vallee,77940,Diant,CAD,48.299462,3.006395
22233,771580324P-1,1,Rue de la Vallee,77940,Diant,CAD,48.299353,3.007418
22251,772930160Z-53,53,Chemin de Halage,77130,Misy-sur-Yonne,C+O,48.351535,3.10079
22444,91511B026S-5000,5000,Le Mesnil,91740,Pussay,CAD,48.336479,1.973857
22462,910160380X-44,44,Rue de Rouvray,91670,Angerville,C+O,48.304548,1.9808729999999999
22466,910160200B-41,41,Avenue d'Orléans,91670,Angerville,C+O,48.302997,1.9934180000000001
22467,910160300K-43,43,Avenue des Pensées,91670,Angerville,C+O,48.302811,1.9959770000000001
22475,913900538T-66,66,Grande Rue de Montreau,91660,Le Mérévillois,OSM,48.304916999999996,2.0525740000000003
22479,913900538T-39,39,Grande Rue de Montreau,91660,Le Mérévillois,OSM,48.304815999999995,2.052668
22480,913900968K-6,6,Route de Saint-Lubin,91660,Le Mérévillois,OSM,48.303969,2.055832
22482,913900538T-2,2,Grande Rue de Montreau,91660,Le Mérévillois,OSM,48.305746,2.060494
22483,91390B089L-1,1,Montreau,91660,Le Mérévillois,C+O,48.306713,2.061045
22485,913900987F-15,15,Rue de la Vallée au Gendre,91660,Le Mérévillois,C+O,48.310824,2.081084
22497,913901006B-4B,4BIS,Rue de la Libération,91660,Le Mérévillois,OSM,48.302662,2.1330270000000002
22498,913901010F-2,2,Rue des Blés d'Or,91660,Le Mérévillois,OSM,48.302048,2.136548
22502,913901010F-8,8,Rue des Blés d'Or,91660,Le Mérévillois,OSM,48.3011,2.136596
22515,91526B024Z-5020,5020,Ezerville,91150,Roinvilliers,CAD,48.338043,2.232189
22560,773280241K-38,38,Rue de Villetard,77760,Nanteau-sur-Essonne,OSM,48.302003000000006,2.421745
22561,773280209A-11,11,Rue de Saint-Agnan,77760,Nanteau-sur-Essonne,OSM,48.30279,2.4245959999999998
22564,770600033Z-56,56,Rue du Château d'Eau,77760,Buthiers,C+O,48.299701,2.441831
22568,77041B044A-5080,5080,Le Fief Saint Marc,77760,Boissy-aux-Cailles,CAD,48.312412,2.458838
22578,770410182U-8,8,Rue des Saules,77760,Boissy-aux-Cailles,C+O,48.306422999999995,2.508276
22579,770410020T-1B,1BIS,Rue Charles de Gaulle,77760,Boissy-aux-Cailles,C+O,48.305403000000005,2.509267
22580,770410071Y-5105,5105,Route de Jacqueville,77760,Boissy-aux-Cailles,CAD,48.301392,2.514709
22584,77003B035F-5322,5322,Jacqueville,77760,Amponville,CAD,48.303245000000004,2.533909
22587,770880121Y-30,30,Rue du 22 Aout 1944,77760,La Chapelle-la-Reine,CAD,48.310783,2.546163
22590,770880121Y-8,8,Rue du 22 Aout 1944,77760,La Chapelle-la-Reine,CAD,48.311941999999995,2.55107
22596,77244B130L-5221,5221,Les Vallees,77760,Larchant,CAD,48.305766,2.59547
22603,775200060D-5334,5334,Ham de Busseau,77760,Villiers-sous-Grez,CAD,48.310557,2.622408
22608,775200220C-21,21,Rue de Larchant,77760,Villiers-sous-Grez,C+O,48.314291,2.6444229999999997
22616,772160260T-5019,5019,Chat d'Hulay,77880,Grez-sur-Loing,CAD,48.303837,2.6815729999999998
22618,772160420S-5020,5020,Chemin du Moulin d'Hulay,77880,Grez-sur-Loing,C+O,48.303333,2.6858880000000003
22620,773020080Y-1T,1TER,Rue Grande,77140,Montcourt-Fromonville,C+O,48.3016,2.698073
22621,773020080Y-13,13,Rue Grande,77140,Montcourt-Fromonville,C+O,48.302395000000004,2.699634
22622,773020180G-24T,24TER,Route de Moret,77140,Montcourt-Fromonville,C+O,48.302699,2.7044029999999997
22623,773020231M-15,15,Chemin des Rochers,77140,Montcourt-Fromonville,C+O,48.304128999999996,2.70807
22624,77302A001G-20,20,Résidence Les Noues,77140,Montcourt-Fromonville,C+O,48.3075,2.71331
22625,77302A001G-30,30,Résidence Les Noues,77140,Montcourt-Fromonville,C+O,48.308021000000004,2.714321
22629,77202B030K-5200,5200,La Pente de Plaine,77690,La Genevraye,CAD,48.306184,2.727879
22631,772020070X-12,12,Rue des Genévriers,77690,La Genevraye,C+O,48.315406,2.742868
22632,772020162X-5196,5196,Route de Nonville,77690,La Genevraye,C+O,48.305561,2.75867
22634,772020162X-5197,5197,Route de Nonville,77690,La Genevraye,C+O,48.304879,2.759462
22635,773400100E-139,139,Route de Fontainebleau,77140,Nonville,C+O,48.299738,2.765901
22636,773400100E-137,137,Route de Fontainebleau,77140,Nonville,C+O,48.298983,2.7690669999999997
22637,77340B016V-2,2,La Coutiere,77140,Nonville,CAD,48.30233,2.773786
22638,772020040P-5193,5193,Rue de la Coutiere,77690,La Genevraye,CAD,48.303784,2.777793
22639,775060360R-1,1,Route du Lunain,77250,Villemer,CAD,48.302766999999996,2.781971
22640,775060361S-2,2,Route du Lunain le Luat,77250,Villemer,C+O,48.30422,2.7836790000000002
22642,775060100H-10,10,Route des Cailloux,77250,Villemer,C+O,48.306059000000005,2.8009779999999997
22646,775060200S-27,27,Rue de la Fontaine,77250,Villemer,C+O,48.301811,2.818389
22647,775060200S-12,12,Rue de la Fontaine,77250,Villemer,C+O,48.302219,2.8185919999999998
22648,775060200S-2B,2BIS,Rue de la Fontaine,77250,Villemer,C+O,48.302096999999996,2.82285
22649,775060400J-17,17,Rue des Marronniers,77250,Villemer,C+O,48.302328,2.8274790000000003
22650,775060400J-21,21,Rue des Marronniers,77250,Villemer,C+O,48.302217999999996,2.828145
22653,775060464D-1,1,Route du Pimard le Gallois,77250,Villemer,CAD,48.299932,2.8469860000000002
22654,775060464D-5A,5A,Route du Pimard le Gallois,77250,Villemer,CAD,48.300466,2.8484599999999998
22655,775060464D-4,4,Route du Pimard le Gallois,77250,Villemer,CAD,48.299083,2.85013
22656,771610260G-8,8,Route du Gallois,77130,Dormelles,CAD,48.309039,2.859839
22663,771610295V-12,12,Rue de la Mare aux Loups,77130,Dormelles,C+O,48.30239,2.891398
22664,771610295V-21B,21BIS,Rue de la Mare aux Loups,77130,Dormelles,C+O,48.303025,2.892608
22669,771840360R-11,11,Route de Saint Ange,77940,Flagy,CAD,48.309756,2.918112
22672,774650440F-11,11,Rue de Thoury,77940,Thoury-Férottes,C+O,48.300921,2.939036
22674,774650440F-6,6,Rue de Thoury,77940,Thoury-Férottes,C+O,48.301251,2.940053
22675,774650320A-5291,5291,Rue des Marais,77940,Thoury-Férottes,C+O,48.300712,2.944817
22685,771580257S-13,13,Rue Popelin,77940,Diant,CAD,48.298235,2.9952810000000003
22686,771580257S-2,2,Rue Popelin,77940,Diant,CAD,48.299322,2.996867
22687,771580028T-9,9,Rue des Bons Menages,77940,Diant,CAD,48.301988,3.003676
22688,771580028T-4,4,Rue des Bons Menages,77940,Diant,CAD,48.301628,3.0050830000000004
22692,771580312B-2,2,Rue de la Tasse,77940,Diant,CAD,48.293317,3.020443
22697,77054B009F-5175,5175,Les Brandons,77940,La Brosse-Montceaux,CAD,48.323547,3.034164
22919,910160219X-8B,8BIS,Place d'Ouestreville,91670,Angerville,C+O,48.305781,1.9808720000000002
22920,910160380X-8,8,Rue de Rouvray,91670,Angerville,C+O,48.306971000000004,1.982062
22921,910160380X-1,1,Rue de Rouvray,91670,Angerville,C+O,48.306857,1.9825849999999998
22922,910160220Y-9001,9001,Rue d'Ouestreville,91670,Angerville,C+O,48.308019,1.990778
22923,910160458G-4,4,Impasse des Violettes,91670,Angerville,C+O,48.307078000000004,1.995673
22924,910160320G-23,23,Rue du Pithiviers,91670,Angerville,C+O,48.306098999999996,1.9994939999999999
22925,910160026M-60,60,Rue de Bruxelles,91670,Angerville,C+O,48.307757,2.004781
22926,910160155C-57,57,Rue de Madrid,91670,Angerville,C+O,48.307021,2.009292
22927,910160155C-35,35,Rue de Madrid,91670,Angerville,C+O,48.309126,2.0101299999999998
22928,910160155C-31,31,Rue de Madrid,91670,Angerville,C+O,48.309469,2.010296
22929,910160154B-35,35,Route de Méréville,91670,Angerville,OSM,48.312131,2.011176
22930,910160085B-5,5,Rue des Épis,91670,Angerville,C+O,48.313171000000004,2.0115529999999997
22933,913900744S-48T,48TER,Rue des Ormeaux,91660,Le Mérévillois,OSM,48.308126,2.052677
22936,913900744S-42B,42BIS,Rue des Ormeaux,91660,Le Mérévillois,OSM,48.306582,2.0549630000000003
22937,91390B089L-2,2,Montreau,91660,Le Mérévillois,C+O,48.3059,2.060438
22941,913900780F-20,20,Rue des Pinsons,91660,Le Mérévillois,OSM,48.311751,2.077477
22942,913900743R-7,7,Chemin des Ouches,91660,Le Mérévillois,OSM,48.309954,2.084124
22943,913900350N-2,2,Rue de Courcelles,91660,Le Mérévillois,OSM,48.307127,2.086475
22944,913900525D-2,2,Rue des Grenouillères,91660,Le Mérévillois,OSM,48.307005,2.091872
22945,913900525D-290,290,Rue des Grenouillères,91660,Le Mérévillois,C+O,48.308941,2.0945869999999998
22947,913900525D-797,797,Rue des Grenouillères,91660,Le Mérévillois,OSM,48.311786,2.099242
22948,913900385B-4,4,Route d'Estouches,91660,Le Mérévillois,OSM,48.316286,2.104287
22949,913900998T-10,10,Chemin des Vignes,91660,Le Mérévillois,OSM,48.317732,2.107413
22952,91390B171A-5044,5044,L'Hirondelle,91660,Le Mérévillois,CAD,48.309174,2.132272
22953,913900480E-16,16,Rue de la Gare,91660,Le Mérévillois,OSM,48.306874,2.133395
22954,913900480E-14,14,Rue de la Gare,91660,Le Mérévillois,OSM,48.306564,2.133516
22955,913901007C-11,11,Rue de la Mairie,91660,Le Mérévillois,OSM,48.302669,2.136486
22957,91022B034B-5027,5027,Les 100 Arpents,91690,Arrancourt,CAD,48.318011,2.141294
22982,910670010Y-15,15,Rue de la Beauce,91150,Blandy,C+O,48.314199,2.258796
22983,911120100A-6,6,Rue des Tilleuls,91150,Brouy,C+O,48.316338,2.277562
22994,911370118L-6,6,Rue Michel de l'Hopital,91150,Champmotteux,C+O,48.341939,2.319651
23010,77328B045D-5115,5115,Le Marais de l'Abreuvoir,77760,Nanteau-sur-Essonne,CAD,48.316455,2.4049549999999997
23015,773280241K-6,6,Rue de Villetard,77760,Nanteau-sur-Essonne,OSM,48.306515999999995,2.418809
23016,773280241K-3,3,Rue de Villetard,77760,Nanteau-sur-Essonne,OSM,48.306597,2.420424
23017,773280209A-7,7,Rue de Saint-Agnan,77760,Nanteau-sur-Essonne,OSM,48.304709,2.424169
23027,770410080H-34,34,Rue de la Libération,77760,Boissy-aux-Cailles,C+O,48.306315999999995,2.471522
23028,770410080H-2,2,Rue de la Libération,77760,Boissy-aux-Cailles,C+O,48.306290000000004,2.475907
23032,770410194G-5124,5124,Rue de Vezu,77760,Boissy-aux-Cailles,C+O,48.315754,2.497306
23033,770410025Y-3,3,Route du Château d'Eau,77760,Boissy-aux-Cailles,C+O,48.312371999999996,2.5023779999999998
23034,770410020T-58,58,Rue Charles de Gaulle,77760,Boissy-aux-Cailles,C+O,48.309944,2.506094
23036,770410020T-2,2,Rue Charles de Gaulle,77760,Boissy-aux-Cailles,C+O,48.305832,2.510407
23038,77088B070Z-5346,5346,La Petite Borne,77760,La Chapelle-la-Reine,CAD,48.312847999999995,2.526129
23042,77088B029E-5292,5292,Le Chemin Bas,77760,La Chapelle-la-Reine,CAD,48.3118,2.541718
23046,770880121Y-7,7,Rue du 22 Aout 1944,77760,La Chapelle-la-Reine,CAD,48.312416999999996,2.551688
23047,770880294L-10,10,Route de Malesherbes,77760,La Chapelle-la-Reine,CAD,48.314559,2.565575
23056,77244B086N-5315,5315,Le Moulin à Vent,77760,Larchant,CAD,48.312064,2.605492
23057,77244B086N-5282,5282,Le Moulin à Vent,77760,Larchant,CAD,48.311675,2.608341
23059,775200060D-5330,5330,Ham de Busseau,77760,Villiers-sous-Grez,CAD,48.311919,2.620343
23072,772160340E-5004,5004,Chemin de Larchant,77880,Grez-sur-Loing,C+O,48.309808000000004,2.677561
23073,772160200C-27,27,Rue de Grez,77880,Grez-sur-Loing,C+O,48.307571,2.6827650000000003
23074,772160180F-16,16,Route de Grez,77880,Grez-sur-Loing,CAD,48.306789,2.684111
23075,77216B056C-5358,5358,Les Pres de Belle Ile,77880,Grez-sur-Loing,CAD,48.311027,2.6895279999999997
23076,773020080Y-9,9,Rue Grande,77140,Montcourt-Fromonville,C+O,48.302596,2.6991
23077,773020080Y-51,51,Rue Grande,77140,Montcourt-Fromonville,C+O,48.304965,2.701604
